,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
1513,2,15100000,New Property,Ready To Move,Broker,Yes, International Airport Road,1273
1514,3,15000000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1850
1515,2,6084000,Resale,Ready To Move,Broker,No, S,1521
1516,2,14000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,3500
1517,3,6378000,Resale,Ready To Move,Broker,No, Hulimavu,1350
1518,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1519,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1200
1520,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1521,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1522,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1523,2,9685000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1524,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1525,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1526,2,9457000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1527,3,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1528,3,12600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1365
1529,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1530,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1531,2,9641000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1025
1532,2,11100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1200
1533,3,15600000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1704
1534,2,6084000,Resale,Ready To Move,Broker,No, S,1521
1535,2,8510000,Resale,Ready To Move,Broker,No, Koramangala,1150
1536,2,1856000,Resale,Ready To Move,Broker,No, Electronic City Phase II,550
1537,2,3975000,Resale,Ready To Move,Broker,No, JP Nagar,1179
1538,4+,75000000,Resale,Ready To Move,Broker,No, JP Nagar,6500
1539,2,10900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1540,2,11900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1280
1541,2,9285000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
1542,2,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1543,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1544,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1545,2,12100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1546,3,14800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1547,2,11500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1548,2,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1175
1549,3,17000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1540
1550,2,12300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1200
1551,2,12900000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1155
1552,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1553,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1554,2,3726000,Resale,Ready To Move,Broker,No, Munnekollal,1035
1555,4+,24000000,New Property,Ready To Move,Broker,Yes, International Airport Road,2124
1556,3,13700000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1490
1557,4,61300000,Resale,Ready To Move,Broker,No, Doddanekkundi,3100
1558,3,7822000,Resale,Ready To Move,Broker,No, Brookefield,1500
1559,3,9537000,Resale,Ready To Move,Broker,No, Hennur Road,1870
1560,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1561,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1562,2,11300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1220
1563,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1564,2,12100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1565,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1566,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1567,3,17000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1540
1568,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1569,2,9680000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1570,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1571,2,10100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1572,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1573,3,13600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1340
1574,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1575,3,15600000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1704
1576,3,5378000,Resale,Ready To Move,Broker,No, Uttarahalli,1455
1577,3,8500000,Resale,Ready To Move,Broker,No, Brookefield,1630
1578,4,61300000,Resale,Ready To Move,Broker,No, Doddanekkundi,3100
1579,4,10600000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,2223
1580,2,5329000,Resale,Ready To Move,Broker,No, Kodigehalli,1165
1581,2,9285000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,985
1582,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1583,3,14800000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1584,3,17000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1540
1585,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1586,3,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1587,3,13300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1440
1588,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1589,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1590,2,13200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1435
1591,2,10700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1592,3,14700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1593,2,13400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1360
1594,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1595,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1460
1596,2,9900000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1063
1597,2,13500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1150
1598,2,5329000,Resale,Ready To Move,Broker,No, Kodigehalli,1165
1599,4+,22000000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,3180
1600,4+,75000000,Resale,Ready To Move,Broker,No, JP Nagar,6500
1601,2,1856000,Resale,Ready To Move,Broker,No, Electronic City Phase II,550
1602,3,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1315
1603,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1604,3,16700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1515
1605,2,11000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1185
1606,2,9462000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1607,3,12200000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1315
1608,3,16000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1450
1609,2,9684000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1030
1610,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1120
1611,3,13000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1410
1612,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1613,3,12600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1365
1614,2,12300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1200
1615,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1490
1616,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1617,3,7822000,Resale,Ready To Move,Broker,No, Brookefield,1500
1618,2,15000000,New Property,Ready To Move,Broker,No, Sarjapur Outer R,1150
1619,2,1856000,Resale,Ready To Move,Broker,No, Electronic City Phase II,550
1620,2,5750000,Resale,Ready To Move,Broker,No, Narayanapura,1150
1621,2,6521000,Resale,Ready To Move,Broker,No, Arekere,1175
1622,2,4403000,Resale,Ready To Move,Broker,No, Whitefield,1030
1623,2,10300000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1100
1624,3,13700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1625,3,12000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1300
1626,2,11400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1230
1627,2,12100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1195
1628,3,16400000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1485
1629,2,9462000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1005
1630,3,13000000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1410
1631,2,6000000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1250
1632,2,5300000,New Property,Ready To Move,Broker,No, Whitefield,1130
1633,4+,55000000,New Property,Ready To Move,Broker,No, Devanahalli,4910
1634,3,6500000,New Property,Ready To Move,Broker,No, Medahalli,1500
1635,3,30000000,New Property,Ready To Move,Broker,No, Whitefield,1762
1636,2,5500000,New Property,Ready To Move,Broker,No, Electronic City,1250
1637,2,7500000,New Property,Ready To Move,Broker,No, Kogilu,955
1638,2,4300000,New Property,Ready To Move,Broker,No, Electronic City Phase I,964
1639,3,7822000,Resale,Ready To Move,Broker,No, Brookefield,1500
1640,2,5329000,Resale,Ready To Move,Broker,No, Kodigehalli,1165
1641,2,15100000,New Property,Ready To Move,Broker,Yes, Banashankari 2nd Stage,1375
1642,2,5761000,Resale,Ready To Move,Broker,No, Thanisandra Ma,1164
1643,2,4403000,Resale,Ready To Move,Broker,No, Whitefield,1030
1644,2,5500000,New Property,Ready To Move,Broker,No, Electronic City,1250
1645,4+,43000000,New Property,Ready To Move,Broker,No, Off Sarjapur road,3500
1646,2,8600000,New Property,Ready To Move,Broker,No, Whitefield,880
1647,2,10500000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1133
1648,2,3000000,Resale,Ready To Move,Broker,No, Chandapura Anekal Road,620
1649,2,7500000,New Property,Ready To Move,Broker,No, Suddaguntapalya-CV Raman Nagar,1000
1650,2,12000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1009
1651,2,8820000,New Property,Ready To Move,Broker,No, Bagaluru,999
1652,3,6200000,New Property,Ready To Move,Broker,No, Horamavu Agara,1400
1653,2,14000000,New Property,Ready To Move,Broker,No, Marathahalli-Sarjapur Outer R,1105
1654,2,14600000,New Property,Ready To Move,Broker,Yes, Gunjur,1250
1655,3,11000000,New Property,Ready To Move,Broker,Yes, Hoskote,1951
1656,4,12800000,New Property,Ready To Move,Broker,Yes, Hoskote,2551
1657,3,21800000,New Property,Ready To Move,Broker,Yes, Gunjur,1863
1658,3,16500000,New Property,Ready To Move,Broker,Yes, Gunjur,1464
1659,2,4403000,Resale,Ready To Move,Broker,No, Whitefield,1030
1660,2,3375000,Resale,Ready To Move,Broker,No, Varthur,1125
1661,2,9228000,Resale,Ready To Move,Broker,No, HRBR Layout,1150
1662,4,37000000,Resale,Ready To Move,Broker,No, Rachenahalli,4895
1663,2,18500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1230
1664,2,3414000,Resale,Ready To Move,Broker,No, Ganga Nagar,785
1665,2,9500000,New Property,Ready To Move,Broker,Yes, Gunjur,811
1666,4,16500000,New Property,Ready To Move,Broker,Yes, Hoskote,3338
1667,3,13900000,New Property,Ready To Move,Broker,Yes, Hoskote,2493
1668,4+,44000000,New Property,Ready To Move,Broker,No, Sarjapur Road,4600
1669,2,6276000,New Property,Ready To Move,Broker,No, Sarjapur,1010
1670,3,18400000,New Property,Ready To Move,Broker,No, Whitefield,1690
1671,4,38000000,New Property,Ready To Move,Broker,No, Whitefield,2928
1672,4,24900000,New Property,Ready To Move,Broker,No, Whitefield,2428
1673,3,19100000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1252
1674,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1675,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1676,4+,38000000,New Property,Ready To Move,Broker,No, Budigere,3631
1677,3,26300000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1388
1678,3,12000000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1640
1679,3,18400000,New Property,Ready To Move,Broker,No, Whitefield,1690
1680,3,27800000,New Property,Ready To Move,Broker,Yes, Bidrahalli,3228
1681,4,39900000,New Property,Ready To Move,Broker,Yes, Bidrahalli,3672
1682,2,11500000,Resale,Ready To Move,Broker,No, Sarjapur Road,1100
1683,3,11200000,New Property,Ready To Move,Broker,No, Anjanapura Township,1454
1684,3,10800000,New Property,Ready To Move,Broker,No, Chunchgatta,1403
1685,2,13500000,Resale,Ready To Move,Broker,No, Mysore Road,1148
1686,3,11000000,New Property,Ready To Move,Broker,No, Whitefield,1481
1687,3,8408000,New Property,Ready To Move,Broker,No, Sarjapur,1365
1688,3,18400000,New Property,Ready To Move,Broker,No, Whitefield,1690
1689,2,7519000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1002
1690,3,26000000,New Property,Ready To Move,Broker,No, Marathahalli,1590
1691,3,18100000,New Property,Ready To Move,Broker,No, Whitefield,1666
1692,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1693,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1694,4,24900000,New Property,Ready To Move,Broker,No, Whitefield,2428
1695,2,7176000,New Property,Ready To Move,Broker,No, Sarjapur,1160
1696,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1697,3,19100000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1253
1698,4+,38000000,New Property,Ready To Move,Broker,No, Budigere,3631
1699,3,18100000,New Property,Ready To Move,Broker,No, Whitefield,1666
1700,3,9128000,New Property,Ready To Move,Broker,No, Sarjapur,1485
1701,3,60000000,New Property,Ready To Move,Broker,No, Marathahalli,3300
1702,2,4500000,Resale,Ready To Move,Broker,No, Hegganahalli,828
1703,3,13200000,Resale,Ready To Move,Broker,No, Sarjapur Road,1435
1704,2,10700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1030
1705,2,10300000,New Property,Ready To Move,Broker,No, Sarjapur Road,1100
1706,2,9300000,New Property,Ready To Move,Broker,No, Whitefield,955
1707,4,24900000,New Property,Ready To Move,Broker,No, Whitefield,2428
1708,2,7176000,New Property,Ready To Move,Broker,No, Sarjapur,1160
1709,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1710,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1711,4+,38000000,New Property,Ready To Move,Broker,No, Budigere,3631
1712,2,14200000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,929
1713,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1714,3,26300000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1388
1715,3,12000000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1640
1716,3,15500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1500
1717,3,18400000,New Property,Ready To Move,Broker,No, Whitefield,1690
1718,3,18400000,New Property,Ready To Move,Broker,No, Whitefield,1690
1719,3,18100000,New Property,Ready To Move,Broker,No, Whitefield,1666
1720,3,18100000,New Property,Ready To Move,Broker,No, Whitefield,1666
1721,1,4410000,New Property,Ready To Move,Broker,No, Electronic City Phase I,568
1722,3,9022000,New Property,Ready To Move,Broker,No, Sarjapur Road,1752
1723,4+,57000000,Resale,Ready To Move,Broker,No, Whitefield,3500
1724,3,25000000,New Property,Ready To Move,Broker,No, Whitefield,1890
1725,2,8688000,New Property,Ready To Move,Broker,No, Hennur Road,1092
1726,2,5652000,New Property,Ready To Move,Broker,No, Mysore Road,942
1727,3,12600000,New Property,Ready To Move,Broker,No, Hebbal,1754
1728,3,19100000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1253
1729,3,18100000,New Property,Ready To Move,Broker,No, Whitefield,1666
1730,3,9128000,New Property,Ready To Move,Broker,No, Sarjapur,1485
1731,3,11000000,New Property,Ready To Move,Broker,No, Devanahalli,1550
1732,2,5000000,New Property,Ready To Move,Broker,No, Electronic City,1000
1733,3,18400000,New Property,Ready To Move,Broker,No, Whitefield,1690
1734,2,10300000,New Property,Ready To Move,Broker,No, Devanahalli,1150
1735,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1736,3,18000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1748
1737,3,18100000,New Property,Ready To Move,Broker,No, Whitefield,1666
1738,4,24300000,New Property,Ready To Move,Broker,No, Whitefield,2371
1739,3,26300000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1387
1740,4+,61500000,New Property,Ready To Move,Broker,No, Whitefield,3400
1741,3,5661000,New Property,Ready To Move,Broker,No, Electronic City,1410
1742,4+,75000000,New Property,Ready To Move,Broker,No, Hebbal,4600
1743,3,12000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1300
1744,2,9900000,New Property,Ready To Move,Broker,No, Kanakapura Road,1199
1745,3,15500000,Resale,Ready To Move,Broker,No, Kanakapura Road,1519
1746,2,6510000,New Property,Ready To Move,Broker,No, Devanahalli,890
1747,3,13500000,New Property,Ready To Move,Broker,No, Hennur Road,1889
1748,2,7500000,New Property,Ready To Move,Broker,No, KR Puram,1000
1749,4+,75000000,New Property,Ready To Move,Broker,No, Hebbal,4600
1750,4+,60000000,New Property,Ready To Move,Broker,No, Whitefield,3000
1751,2,6800000,New Property,Ready To Move,Broker,No, Sarjapur,1106
1752,3,13500000,New Property,Ready To Move,Broker,No, Devanahalli,1480
1753,3,20500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1665
1754,3,8318000,New Property,Ready To Move,Broker,No, Sarjapur,1350
1755,4+,66500000,New Property,Ready To Move,Broker,No, Whitefield,4200
1756,4,24100000,New Property,Ready To Move,Broker,No, KR Puram,2419
1757,3,12900000,New Property,Ready To Move,Broker,No, Whitefield,1531
1758,2,4853000,New Property,Ready To Move,Broker,No, Sarjapur,1125
1759,3,7500000,New Property,Ready To Move,Broker,No, Mysore Road,1321
1760,3,11000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1254
1761,3,17000000,New Property,Ready To Move,Broker,No, Sarjapur,1600
1762,3,10700000,New Property,Ready To Move,Broker,No, Devanahalli,1550
1763,3,14000000,New Property,Ready To Move,Broker,No, Whitefield,1480
1764,2,11000000,Resale,Ready To Move,Broker,No, Kanakapura Road,1189
1765,4+,68500000,Resale,Ready To Move,Broker,No, Devanahalli,5000
1766,2,11600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1288
1767,2,8600000,New Property,Ready To Move,Broker,No, Kanakapura Road,960
1768,4,37200000,New Property,Ready To Move,Broker,No, Kanakapura Road,2679
1769,2,11300000,Resale,Ready To Move,Broker,No, Sarjapur Road,1220
1770,3,24000000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1650
1771,3,28000000,New Property,Ready To Move,Broker,No, Hebbal,1750
1772,3,20000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1665
1773,3,9100000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1420
1774,3,10300000,New Property,Ready To Move,Broker,No, Thanisandra,1675
1775,2,5445000,New Property,Ready To Move,Broker,No, Whitefield,1089
1776,2,6000000,New Property,Ready To Move,Broker,No, Thanisandra,1068
1777,1,4481000,New Property,Ready To Move,Broker,No, Kannamangala,747
1778,3,9548000,New Property,Ready To Move,Broker,No, Doddaballapur Road,1705
1779,1,5066000,New Property,Ready To Move,Broker,No, Jigani,1119
1780,2,8243000,New Property,Ready To Move,Broker,No, Kanakapura Road,1050
1781,1,3903000,New Property,Ready To Move,Broker,No, Doddaballapur Road,697
1782,2,6085000,New Property,Ready To Move,Broker,No, Whitefield,1158
1783,2,4257000,New Property,Ready To Move,Broker,No, Doddaballapur Road,1159
1784,2,5806000,New Property,Ready To Move,Broker,No, Hennur Road,1003
1785,2,11500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1134
1786,2,9600000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,1355
1787,4+,52500000,Resale,Ready To Move,Broker,No, Hennur Road,3600
1788,1,6714000,New Property,Ready To Move,Broker,No, Kanakapura Road,700
1789,3,9000000,Resale,Ready To Move,Broker,No, Kengeri,1582
1790,4,9947000,New Property,Ready To Move,Broker,No, Hirandahalli,1923
1791,3,12900000,New Property,Ready To Move,Broker,No, Whitefield,1531
1792,2,4853000,New Property,Ready To Move,Broker,No, Sarjapur,1125
1793,3,7500000,New Property,Ready To Move,Broker,No, Mysore Road,1321
1794,3,17000000,New Property,Ready To Move,Broker,No, Sarjapur,1600
1795,3,11000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1254
1796,3,13000000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1531
1797,3,13000000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1531
1798,3,12000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1308
1799,3,13000000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1531
1800,3,10700000,New Property,Ready To Move,Broker,No, Devanahalli,1550
1801,2,8400000,New Property,Ready To Move,Broker,No, Whitefield,986
1802,3,14000000,New Property,Ready To Move,Broker,No, Whitefield,1480
1803,2,8500000,New Property,Ready To Move,Broker,No, Kanakapura Road,900
1804,2,10900000,New Property,Ready To Move,Broker,No, Sarjapur Road,1330
1805,2,13800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1061
1806,3,53000000,Resale,Ready To Move,Broker,No, Whitefield,2315
1807,2,8600000,New Property,Ready To Move,Broker,No, Whitefield,986
1808,3,7243000,New Property,Ready To Move,Broker,No, Kanakapura Road,1456
1809,3,25000000,New Property,Ready To Move,Broker,No, Bellandur,1880
1810,3,17000000,Resale,Ready To Move,Broker,No, Nehru Nagar,1559
1811,1,10200000,New Property,Ready To Move,Broker,No, Whitefield,935
1812,3,19000000,New Property,Ready To Move,Broker,No, Hosur Road,1734
1813,3,9000000,New Property,Ready To Move,Broker,No, Sarjapur,1800
1814,4+,63500000,New Property,Ready To Move,Broker,No, Whitefield,3400
1815,3,25500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1800
1816,4+,61500000,New Property,Ready To Move,Broker,No, Whitefield,3400
1817,4+,75000000,New Property,Ready To Move,Broker,No, Hebbal,4600
1818,3,5661000,New Property,Ready To Move,Broker,No, Electronic City,1410
1819,2,6800000,New Property,Ready To Move,Broker,No, Sarjapur,1106
1820,4+,60000000,New Property,Ready To Move,Broker,No, Whitefield,3000
1821,3,13500000,New Property,Ready To Move,Broker,No, Devanahalli,1480
1822,4,24100000,New Property,Ready To Move,Broker,No, KR Puram,2419
1823,3,20500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1665
1824,3,12900000,New Property,Ready To Move,Broker,No, Whitefield,1531
1825,3,8318000,New Property,Ready To Move,Broker,No, Sarjapur,1350
1826,4+,66500000,New Property,Ready To Move,Broker,No, Whitefield,4200
1827,3,14500000,New Property,Ready To Move,Broker,No, Hebbal,1294
1828,2,9900000,New Property,Ready To Move,Broker,No, Kanakapura Road,1199
1829,2,11400000,Resale,Ready To Move,Broker,No, Sarjapur Road,1120
1830,3,13600000,New Property,Ready To Move,Broker,No, Whitefield,1500
1831,3,9500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1125
1832,2,11100000,Resale,Ready To Move,Broker,No, Sarjapur Road,1195
1833,3,15600000,New Property,Ready To Move,Broker,No, Kannamangala,1950
1834,3,17800000,New Property,Ready To Move,Broker,No, HSR Layout,1806
1835,2,10400000,New Property,Ready To Move,Broker,No, HSR Layout,1059
1836,2,10200000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1225
1837,3,3198000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1267
1838,3,8958000,New Property,Ready To Move,Broker,No, Kanakapura Road,1436
1839,3,18500000,New Property,Ready To Move,Broker,No, S,1872
1840,3,15200000,New Property,Ready To Move,Broker,No, Medahalli,1695
1841,2,12000000,New Property,Ready To Move,Broker,No, Medahalli,1259
1842,3,11000000,New Property,Ready To Move,Broker,No, Whitefield,1532
1843,3,30000000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1409
1844,3,8800000,New Property,Ready To Move,Broker,No, Chandapura,1410
1845,4,41700000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1898
1846,4+,27200000,New Property,Ready To Move,Broker,No, Whitefield,1970
1847,3,17000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1710
1848,3,6169000,New Property,Ready To Move,Broker,No, Sarjapur,1430
1849,4+,150000000,New Property,Ready To Move,Broker,No, Devanahalli,6680
1850,2,9900000,New Property,Ready To Move,Broker,No, Chamarajpet,1063
1851,3,13700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1485
1852,2,9900000,Resale,Ready To Move,Broker,No, Kanakapura Road,1030
1853,2,4728000,Resale,Ready To Move,Broker,No, Sarjapur Road,1278
1854,3,5342000,New Property,Ready To Move,Broker,No, Sarjapur Road,1395
1855,2,4737000,New Property,Ready To Move,Broker,No, Sarjapur Road,1008
1856,3,9408000,New Property,Ready To Move,Broker,No, Sarjapur Road,1920
1857,3,10200000,New Property,Ready To Move,Broker,No, Kanakapura Road,1583
1858,3,8888000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1475
1859,2,9493000,New Property,Ready To Move,Broker,No, Nagavara,1195
1860,3,12400000,New Property,Ready To Move,Broker,No, Whitefield,1371
1861,3,17800000,New Property,Ready To Move,Broker,No, HSR Layout,1806
1862,3,3198000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1267
1863,3,11000000,New Property,Ready To Move,Broker,No, Whitefield,1532
1864,3,8800000,New Property,Ready To Move,Broker,No, Chandapura,1410
1865,3,15200000,New Property,Ready To Move,Broker,No, Medahalli,1695
1866,3,17000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1710
1867,4+,22500000,New Property,Ready To Move,Broker,No, KR Puram,3200
1868,2,5500000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1150
1869,3,28000000,Resale,Ready To Move,Broker,No, Kanakapura Road,1800
1870,3,23000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,2000
1871,2,10300000,Resale,Ready To Move,Broker,No, Sarjapur Road,1100
1872,3,28600000,New Property,Ready To Move,Broker,No, Whitefield,1915
1873,3,15800000,Resale,Ready To Move,Broker,No, Kannamangala,1744
1874,3,12000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1308
1875,3,3314000,New Property,Ready To Move,Broker,No, Sarjapur Road,947
1876,1,5407000,New Property,Ready To Move,Broker,No, Whitefield,670
1877,3,7800000,New Property,Ready To Move,Broker,No, Whitefield,1460
1878,2,4929000,New Property,Ready To Move,Broker,No, Kogilu,1060
1879,3,6559000,New Property,Ready To Move,Broker,No, Whitefield,1245
1880,2,6085000,New Property,Ready To Move,Broker,No, Whitefield,1158
1881,3,10700000,New Property,Ready To Move,Broker,No, Whitefield,1715
1882,3,10000000,New Property,Ready To Move,Broker,No, Mysore Road,1710
1883,2,4257000,New Property,Ready To Move,Broker,No, Doddaballapur Road,1159
