,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
764,3,6497000,New Property,Ready To Move,Broker,No, Bagaluru,1043
765,2,7100000,New Property,Ready To Move,Broker,No, Kasavanahalli,1150
766,2,5753000,Resale,Ready To Move,Broker,No, Bagaluru,999
767,1,4298000,New Property,Ready To Move,Broker,No, Bagaluru,690
768,1,2000000,Resale,Ready To Move,Broker,No, Abbaiah Reddy Layout,800
769,1,5000000,New Property,Ready To Move,Broker,No, Shettigere,523
770,2,7130000,New Property,Ready To Move,Broker,No, Belathur Ma,1150
771,4+,53000000,New Property,Ready To Move,Broker,No, Hennur,3250
772,4+,30000000,Resale,Ready To Move,Broker,No, AECS Layout - A Block,2625
773,3,15000000,Resale,Ready To Move,Broker,No, Kasavanahalli,2100
774,3,19000000,New Property,Ready To Move,Broker,No, Bagaluru,1785
775,3,11900000,New Property,Ready To Move,Broker,No, Shettigere,1237
776,2,5499000,Resale,Ready To Move,Broker,No, Bagaluru,955
777,3,7390000,New Property,Ready To Move,Broker,Yes, Kengeri,1548
778,4,28400000,Resale,Ready To Move,Broker,Yes, Whitefield,3227
779,2,12200000,New Property,Ready To Move,Broker,Yes, Banashankari 6th Stage,1165
780,3,9823000,Resale,Ready To Move,Broker,No, Jakkur,1690
781,3,11100000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1100
782,2,8800000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1100
783,3,8698000,Resale,Ready To Move,Broker,No, Doddakallasandra,1325
784,3,7000000,New Property,Ready To Move,Broker,No, Bagaluru,1224
785,3,14800000,New Property,Ready To Move,Broker,No, Horamavu,1890
786,3,5365000,New Property,Ready To Move,Broker,No, Rayasandra,1450
787,2,4835000,New Property,Ready To Move,Broker,No, Horamavu,967
788,3,27900000,Resale,Ready To Move,Broker,No, Bidrahalli,3228
789,4+,40000000,Resale,Ready To Move,Broker,No, Bidrahalli,3672
790,2,6695000,New Property,Ready To Move,Broker,No, Muthanallur,929
791,3,28500000,New Property,Ready To Move,Broker,No, Begur,2333
792,4+,18000000,Resale,Ready To Move,Broker,No, Kodigehalli Ma,2655
793,4+,18900000,Resale,Ready To Move,Broker,No, Devanahalli Road,2138
794,3,8464000,New Property,Ready To Move,Broker,No, Varthur,1485
795,3,24800000,New Property,Ready To Move,Broker,No, Budigere Road,1793
796,3,19000000,New Property,Ready To Move,Broker,No, Byrathi,1833
797,3,17500000,New Property,Ready To Move,Broker,No, Begur,1501
798,3,6664000,New Property,Ready To Move,Broker,Yes, Whitefield,1750
799,3,6635000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1252
800,4,86200000,New Property,Ready To Move,Broker,Yes, Jayanagar,5219
801,4,34100000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2740
802,2,9900000,New Property,Ready To Move,Broker,Yes, Gunjur,1150
803,4,67600000,New Property,Ready To Move,Broker,No, Old Madras Road,4050
804,3,15000000,New Property,Ready To Move,Broker,No, Varthur,1407
805,2,8538000,New Property,Ready To Move,Broker,No, Hoodi,1264
806,3,21000000,New Property,Ready To Move,Broker,No, Cooke Town,1405
807,3,7020000,New Property,Ready To Move,Broker,No, Yelahanka,1560
808,1,3260000,New Property,Ready To Move,Broker,No, Hoodi,686
809,2,7350000,New Property,Ready To Move,Broker,No, Hosakerehalli,1225
810,2,5694000,New Property,Ready To Move,Broker,No, Yelahanka,1095
811,2,7177000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1305
812,2,6627000,New Property,Ready To Move,Broker,No, HSR Layout,1205
813,2,3998000,New Property,Ready To Move,Broker,No, Hosa Road,955
814,2,6072000,New Property,Ready To Move,Broker,No, Horamavu,971
815,2,7023000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1229
816,3,4719000,New Property,Ready To Move,Broker,No, S,1430
817,2,4904000,New Property,Ready To Move,Broker,No, Kodigehalli,1226
818,1,1650000,New Property,Ready To Move,Broker,No, Kaggalipura,470
819,2,27600000,New Property,Ready To Move,Broker,Yes, Jayanagar,1730
820,2,12700000,Resale,Ready To Move,Broker,Yes, Kanakapura Road,1204
821,3,10800000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1745
822,4,71300000,New Property,Ready To Move,Broker,No, Benson Town,3633
823,3,9863000,New Property,Ready To Move,Broker,Yes, Whitefield,1110
824,2,12900000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,1345
825,3,13500000,New Property,Ready To Move,Broker,No, Gunjur,1523
826,3,14500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1349
827,3,16500000,New Property,Ready To Move,Broker,No, Harlur,1580
828,3,8933000,Resale,Ready To Move,Broker,No, Bagaluru,1562
829,3,10100000,New Property,Ready To Move,Broker,No, Hoodi,1575
830,3,8698000,Resale,Ready To Move,Broker,No, Doddakallasandra,1325
831,3,7000000,New Property,Ready To Move,Broker,No, Bagaluru,1224
832,3,13500000,New Property,Ready To Move,Broker,No, Old Airport Road,1650
833,3,14800000,New Property,Ready To Move,Broker,No, Horamavu,1890
834,3,5365000,New Property,Ready To Move,Broker,No, Rayasandra,1450
835,3,9295000,New Property,Ready To Move,Broker,No, Varthur,1430
836,2,4835000,New Property,Ready To Move,Broker,No, Horamavu,967
837,3,27900000,Resale,Ready To Move,Broker,No, Bidrahalli,3228
838,2,6695000,New Property,Ready To Move,Broker,No, Muthanallur,929
839,3,28500000,New Property,Ready To Move,Broker,No, Begur,2333
840,3,14700000,New Property,Ready To Move,Broker,Yes, Haralur Road,1470
841,4,18700000,Resale,Ready To Move,Broker,No, Varthur,2610
842,3,18400000,New Property,Ready To Move,Broker,Yes, Whitefield,1690
843,4+,48700000,Resale,Ready To Move,Broker,Yes, Koramangala,5325
844,2,7150000,Resale,Ready To Move,Broker,Yes, Electronic City,1375
845,4,73900000,New Property,Ready To Move,Broker,Yes, Jayanagar,4466
846,2,5500000,New Property,Ready To Move,Broker,No, Varthur,857
847,3,10000000,New Property,Ready To Move,Broker,No, Jakkur,1485
848,3,9000000,New Property,Ready To Move,Broker,No, Bagaluru,1473
849,3,8800000,New Property,Ready To Move,Broker,No, Sarjapur Bagalur Road,1600
850,3,21000000,New Property,Ready To Move,Broker,No, Jakkur,1914
851,2,4950000,New Property,Ready To Move,Broker,No, Gattahalli,1005
852,2,5500000,New Property,Ready To Move,Broker,No, HSR Layout,1005
853,3,6676000,New Property,Ready To Move,Broker,No, Gunjur,1435
854,2,8500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1098
855,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
856,3,8200000,New Property,Ready To Move,Broker,No, Rayasandra,1640
857,2,7515000,New Property,Ready To Move,Broker,No, JP Nagar,1120
858,2,5198000,New Property,Ready To Move,Broker,No, Chandapura Anekal Road,865
859,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
860,3,11400000,New Property,Ready To Move,Broker,No, Varthur,1520
861,4,80200000,New Property,Ready To Move,Broker,Yes, Hebbal,5260
862,4,39700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,3153
863,3,20800000,New Property,Ready To Move,Broker,Yes, Bannerghatta Road,1695
864,3,38900000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,3116
865,2,9600000,New Property,Ready To Move,Broker,Yes, Electronic City,1220
866,2,7867000,Resale,Ready To Move,Broker,No, Banashankari,1180
867,3,8800000,New Property,Ready To Move,Broker,No, Sarjapur Bagalur Road,1600
868,3,11000000,New Property,Ready To Move,Broker,No, Budigere Cross,1400
869,3,13000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1700
870,3,11500000,New Property,Ready To Move,Broker,No, Hosa Road,1726
871,3,11500000,New Property,Ready To Move,Broker,No, Hosa Road,1726
872,2,6500000,New Property,Ready To Move,Broker,No, Begur,975
873,3,21000000,New Property,Ready To Move,Broker,No, Jakkur,1914
874,2,4950000,New Property,Ready To Move,Broker,No, Gattahalli,1005
875,3,29000000,New Property,Ready To Move,Broker,No, CV Raman Nagar,1979
876,2,5500000,New Property,Ready To Move,Broker,No, HSR Layout,1005
877,3,9000000,New Property,Ready To Move,Broker,No, HSR Layout,1597
878,3,13700000,New Property,Ready To Move,Broker,No, Varthur,1366
879,2,14000000,New Property,Ready To Move,Broker,No, Off Hennur Road,1431
880,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
881,3,8200000,New Property,Ready To Move,Broker,No, Rayasandra,1640
882,4,25100000,Resale,Ready To Move,Broker,Yes, Anekal,3191
883,4,97000000,New Property,Ready To Move,Broker,Yes, Hebbal,5410
884,4,31700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,2550
885,4,39100000,Resale,Ready To Move,Broker,Yes, Koramangala,4280
886,3,5188000,Resale,Ready To Move,Broker,Yes, IVC Road,1504
887,4,73900000,New Property,Ready To Move,Broker,Yes, Jayanagar,4466
888,2,3808000,New Property,Ready To Move,Broker,No, IVC Road,1104
889,2,5694000,New Property,Ready To Move,Broker,No, Yelahanka,1095
890,3,8838000,New Property,Ready To Move,Broker,No, Horamavu,1414
891,1,3372000,New Property,Ready To Move,Broker,No, Hosa Road,803
892,2,7177000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1305
893,2,3998000,New Property,Ready To Move,Broker,No, Hosa Road,955
894,2,3960000,New Property,Ready To Move,Broker,No, Jakkur,1100
895,2,6072000,New Property,Ready To Move,Broker,No, Horamavu,971
896,2,6627000,New Property,Ready To Move,Broker,No, HSR Layout,1205
897,1,4300000,New Property,Ready To Move,Broker,No, Budigere Cross,737
898,2,7023000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1229
899,2,5126000,New Property,Ready To Move,Broker,No, Ramamurthy Nagar,1068
900,2,4904000,New Property,Ready To Move,Broker,No, Kodigehalli,1226
901,3,4719000,New Property,Ready To Move,Broker,No, S,1430
902,3,7000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1430
903,4,63800000,New Property,Ready To Move,Broker,Yes, Kundalahalli,4872
904,3,15100000,Resale,Ready To Move,Broker,No, Mahadevapura,1960
905,2,18000000,New Property,Ready To Move,Broker,Yes, Thanisandra,1280
906,4,33500000,New Property,Ready To Move,Broker,Yes, Whitefield,2115
907,3,36500000,New Property,Ready To Move,Broker,No, Malleshwaram,2215
908,4+,55000000,New Property,Ready To Move,Broker,Yes, Kundalahalli,4877
909,3,9835000,New Property,Ready To Move,Broker,No, Haralur Road,1575
910,3,10100000,New Property,Ready To Move,Broker,No, Hoodi,1575
911,3,13500000,New Property,Ready To Move,Broker,No, Old Airport Road,1650
912,3,14800000,New Property,Ready To Move,Broker,No, Horamavu,1890
913,3,5365000,New Property,Ready To Move,Broker,No, Rayasandra,1450
914,3,9295000,New Property,Ready To Move,Broker,No, Varthur,1430
915,2,4835000,New Property,Ready To Move,Broker,No, Horamavu,967
916,3,8464000,New Property,Ready To Move,Broker,No, Varthur,1485
917,2,6697000,New Property,Ready To Move,Broker,No, Begur,1210
918,3,6030000,New Property,Ready To Move,Broker,No, Horamavu,1360
919,2,6696000,New Property,Ready To Move,Broker,No, Ramamurthy Nagar,1080
920,3,17500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1569
921,2,9000000,New Property,Ready To Move,Broker,No, Gunjur,1250
922,2,13000000,New Property,Ready To Move,Broker,No, JP Nagar,1300
923,3,11000000,New Property,Ready To Move,Broker,No, Gunjur,1353
924,4,71000000,Resale,Ready To Move,Broker,Yes, Rajaji Nagar,4269
925,3,10800000,New Property,Ready To Move,Broker,Yes, Mysore Road,1360
926,4+,220000000,New Property,Ready To Move,Broker,Yes, Hebbal,9156
927,1,4516000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,666
928,4,60000000,New Property,Ready To Move,Broker,No, Old Madras Road,3920
929,2,9573000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,907
930,2,12500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1144
931,2,6500000,New Property,Ready To Move,Broker,No, Jakkur,1010
932,1,3900000,New Property,Ready To Move,Broker,No, Bagaluru,600
933,2,5973000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1070
934,2,5000000,New Property,Ready To Move,Broker,No, Bagaluru,974
935,3,21000000,New Property,Ready To Move,Broker,No, Jakkur,1914
936,2,10000000,New Property,Ready To Move,Broker,No, Haralur Road,1200
937,3,14000000,New Property,Ready To Move,Broker,No, Haralur Road,1600
938,2,14000000,New Property,Ready To Move,Broker,No, Kammanahalli,1303
939,2,6200000,New Property,Ready To Move,Broker,No, Gunjur,735
940,2,6500000,New Property,Ready To Move,Broker,No, Begur,918
941,3,16200000,New Property,Ready To Move,Broker,No, Yelahanka,1620
942,2,9000000,New Property,Ready To Move,Broker,No, Bagaluru,1057
943,3,17700000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1610
944,2,7500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1004
945,2,12700000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1215
946,3,26100000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,2611
947,2,15000000,Resale,Ready To Move,Broker,Yes, B,1589
948,4,41700000,New Property,Ready To Move,Broker,Yes, Whitefield,3556
949,3,38900000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,3116
950,2,5292000,Resale,Ready To Move,Broker,Yes, Off Sarjapur road,1176
951,3,12600000,New Property,Ready To Move,Broker,No, Bagaluru,1588
952,2,4700000,New Property,Ready To Move,Broker,No, Begur,914
953,3,18800000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1578
954,2,5800000,New Property,Ready To Move,Broker,No, Begur,1174
955,2,4950000,New Property,Ready To Move,Broker,No, Gattahalli,1005
956,2,10000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1167
957,3,29500000,New Property,Ready To Move,Broker,No, CV Raman Nagar,1979
958,3,6912000,New Property,Ready To Move,Broker,No, Bagaluru,1561
959,1,3200000,New Property,Ready To Move,Broker,No, Varthur,533
960,3,14000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1265
961,3,4403000,New Property,Ready To Move,Broker,No, Bagaluru,1068
962,2,7170000,New Property,Ready To Move,Broker,No, Huskur,1195
963,2,8093000,New Property,Ready To Move,Broker,No, Haralur Road,1140
964,3,6785000,New Property,Ready To Move,Broker,No, Begur,1371
965,3,8933000,Resale,Ready To Move,Broker,No, Bagaluru,1562
966,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur,1560
967,4,24500000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,3060
968,4,71300000,New Property,Ready To Move,Broker,No, Benson Town,3633
969,3,15900000,New Property,Ready To Move,Broker,Yes, Gunjur,1600
970,3,19300000,New Property,Ready To Move,Broker,Yes, Chikkavaderapura,2438
971,1,4262000,Resale,Ready To Move,Broker,Yes, Varthur,651
972,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
973,2,4700000,New Property,Ready To Move,Broker,No, Begur,914
974,3,8200000,New Property,Ready To Move,Broker,No, Rayasandra,1640
975,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
976,3,11400000,New Property,Ready To Move,Broker,No, Varthur,1520
977,2,4950000,New Property,Ready To Move,Broker,No, Gattahalli,1005
978,2,5800000,New Property,Ready To Move,Broker,No, Begur,1174
979,3,18800000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1578
980,3,11500000,New Property,Ready To Move,Broker,No, Begur,1374
981,3,29500000,New Property,Ready To Move,Broker,No, CV Raman Nagar,1979
982,2,10000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1167
983,2,2856000,New Property,Ready To Move,Broker,No, Jalahalli West,866
984,2,8089000,New Property,Ready To Move,Broker,No, Budigere Cross,848
985,3,14000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1265
986,3,6912000,New Property,Ready To Move,Broker,No, Bagaluru,1561
987,2,8920000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,959
988,3,26100000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,2611
989,2,6000000,New Property,Ready To Move,Broker,No, Bagaluru,950
990,3,11200000,New Property,Ready To Move,Broker,Yes, Nallurhalli,1455
991,2,9600000,New Property,Ready To Move,Broker,Yes, Sarjapur Road,1146
992,3,6536000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1720
993,3,6223000,New Property,Ready To Move,Broker,No, Varthur,1545
994,1,3200000,New Property,Ready To Move,Broker,No, Varthur,533
995,3,12600000,New Property,Ready To Move,Broker,No, Yelahanka,1638
996,2,8538000,New Property,Ready To Move,Broker,No, Hoodi,1264
997,3,7020000,New Property,Ready To Move,Broker,No, Yelahanka,1560
998,3,4403000,New Property,Ready To Move,Broker,No, Bagaluru,1068
999,2,8518000,New Property,Ready To Move,Broker,No, Gunjur,1420
1000,2,7177000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1305
1001,2,6627000,New Property,Ready To Move,Broker,No, HSR Layout,1205
1002,2,7023000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1229
1003,3,4719000,New Property,Ready To Move,Broker,No, S,1430
1004,2,4904000,New Property,Ready To Move,Broker,No, Kodigehalli,1226
1005,2,5652000,New Property,Ready To Move,Broker,No, Begur,1256
1006,2,7170000,New Property,Ready To Move,Broker,No, Huskur,1195
1007,1,1650000,New Property,Ready To Move,Broker,No, Kaggalipura,470
1008,2,11300000,Resale,Ready To Move,Broker,No, Whitefield,1330
1009,3,38800000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,3110
1010,3,40200000,New Property,Ready To Move,Broker,Yes, Jayanagar,2554
1011,4,30000000,New Property,Ready To Move,Broker,Yes, Devanahalli,2800
1012,1,4262000,Resale,Ready To Move,Broker,Yes, Varthur,651
1013,4,94000000,New Property,Ready To Move,Broker,Yes, Hebbal,5246
1014,3,17700000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1610
1015,3,12600000,New Property,Ready To Move,Broker,No, Bagaluru,1588
1016,3,13700000,New Property,Ready To Move,Broker,No, Varthur,1366
1017,2,14000000,New Property,Ready To Move,Broker,No, Off Hennur Road,1431
1018,2,4700000,New Property,Ready To Move,Broker,No, Begur,914
1019,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
1020,3,8200000,New Property,Ready To Move,Broker,No, Rayasandra,1640
1021,2,4950000,New Property,Ready To Move,Broker,No, Gattahalli,1005
1022,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
1023,2,5800000,New Property,Ready To Move,Broker,No, Begur,1174
1024,3,18800000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1578
1025,3,11400000,New Property,Ready To Move,Broker,No, Varthur,1520
1026,3,13900000,New Property,Ready To Move,Broker,No, Haralur Road,1360
1027,3,9204000,New Property,Ready To Move,Broker,No, Yelahanka,1235
1028,3,8500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1361
1029,2,4042000,Resale,Ready To Move,Broker,No, Bilekahalli,1100
1030,3,12100000,New Property,Ready To Move,Broker,Yes, Samethanahalli,1571
1031,2,2910000,Resale,Ready To Move,Broker,No, Chandapura,1090
1032,3,8900000,New Property,Ready To Move,Broker,Yes, Samethanahalli,1221
1033,3,15500000,New Property,Ready To Move,Broker,Yes, Rayasandra,1801
1034,2,7714000,New Property,Ready To Move,Broker,Yes, Mysore Road,980
1035,1,4500000,New Property,Ready To Move,Broker,No, Yelahanka,640
1036,3,13000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1700
1037,3,11000000,New Property,Ready To Move,Broker,No, Budigere Cross,1400
1038,3,11500000,New Property,Ready To Move,Broker,No, Hosa Road,1726
1039,3,11500000,New Property,Ready To Move,Broker,No, Hosa Road,1726
1040,2,6500000,New Property,Ready To Move,Broker,No, Begur,975
1041,3,29000000,New Property,Ready To Move,Broker,No, CV Raman Nagar,1979
1042,3,9000000,New Property,Ready To Move,Broker,No, HSR Layout,1597
1043,3,13700000,New Property,Ready To Move,Broker,No, Varthur,1366
1044,2,14000000,New Property,Ready To Move,Broker,No, Off Hennur Road,1431
1045,3,13900000,New Property,Ready To Move,Broker,No, Haralur Road,1360
1046,3,9204000,New Property,Ready To Move,Broker,No, Yelahanka,1235
1047,3,8500000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1361
1048,2,3900000,New Property,Ready To Move,Broker,No, Hegde Nagar,1278
1049,2,8600000,New Property,Ready To Move,Broker,No, Bagaluru,1050
1050,3,13800000,Resale,Ready To Move,Broker,No, Akshayanagar,1820
1051,1,4262000,Resale,Ready To Move,Broker,Yes, Varthur,651
1052,3,11500000,Resale,Ready To Move,Broker,Yes, Varthur,1686
1053,3,21100000,Resale,Ready To Move,Broker,Yes, Sarjapur,2070
1054,2,11300000,Resale,Ready To Move,Broker,No, Whitefield,1330
1055,2,9573000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,907
1056,3,8400000,New Property,Ready To Move,Broker,No, Bagaluru,1431
1057,2,7129000,New Property,Ready To Move,Broker,No, Muthanallur,990
1058,3,7026000,New Property,Ready To Move,Broker,No, Yelahanka,1511
1059,3,17000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1574
1060,3,12000000,Resale,Ready To Move,Broker,No, CV Raman Nagar,1500
1061,3,9985000,New Property,Ready To Move,Broker,No, Muthanallur,1318
1062,2,4952000,Resale,Ready To Move,Broker,No, Bagaluru,795
1063,3,6635000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1200
1064,3,5195000,New Property,Ready To Move,Broker,No, Yelahanka,1237
1065,2,11000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1069
1066,3,15000000,New Property,Ready To Move,Broker,No, Varthur,1458
1067,3,7816000,New Property,Ready To Move,Broker,No, Ramamurthy Nagar,1615
1068,2,3685000,New Property,Ready To Move,Broker,No, Jakkur,737
1069,4,6520000,New Property,Ready To Move,Broker,No, IVC Road,1890
1070,2,2956000,New Property,Ready To Move,Broker,No, Bommasandra,819
1071,2,11800000,New Property,Ready To Move,Broker,Yes, Yeshwanthpur,1230
1072,2,7200000,New Property,Ready To Move,Broker,Yes, Hennur,1088
1073,4,10500000,Resale,Ready To Move,Broker,No, Doddaballapur,2200
1074,3,4452000,Resale,Ready To Move,Broker,No, Chandapura Anekal Road,1370
1075,3,7002000,Resale,Ready To Move,Broker,Yes, Uttarahalli,1465
1076,2,11300000,Resale,Ready To Move,Broker,No, Whitefield,1330
1077,3,6635000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1200
1078,3,5195000,New Property,Ready To Move,Broker,No, Yelahanka,1237
1079,3,8240000,New Property,Ready To Move,Broker,No, Kasavanahalli,1534
1080,2,11000000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1069
1081,2,4952000,Resale,Ready To Move,Broker,No, Bagaluru,795
1082,3,15000000,New Property,Ready To Move,Broker,No, Varthur,1458
1083,3,7816000,New Property,Ready To Move,Broker,No, Ramamurthy Nagar,1615
1084,4,6520000,New Property,Ready To Move,Broker,No, IVC Road,1890
1085,2,2956000,New Property,Ready To Move,Broker,No, Bommasandra,819
1086,3,15700000,New Property,Ready To Move,Broker,No, Thanisandra Ma,1610
1087,2,13500000,Resale,Ready To Move,Broker,No, Hennur Road,1232
1088,3,7010000,Resale,Ready To Move,Individual,No, Banjara Layout,1220
1089,2,6400000,Resale,Ready To Move,Broker,No, Hoskote,1575
1090,2,6000000,Resale,Ready To Move,Broker,No, Mysore Road,1031
1091,1,7500000,Resale,Ready To Move,Broker,No, Electronic City Phase I,630
1092,2,6839000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,680
1093,4+,28000000,Resale,Ready To Move,Broker,No, Old Madras Road,5600
1094,3,6664000,New Property,Ready To Move,Broker,Yes, Whitefield,1750
1095,3,40200000,New Property,Ready To Move,Broker,Yes, Jayanagar,2554
1096,3,4950000,Resale,Ready To Move,Broker,No, Bilekahalli,1347
1097,3,38800000,Resale,Ready To Move,Broker,Yes, Thanisandra Ma,3110
1098,2,9000000,Resale,Ready To Move,Broker,No, Whitefield,986
1099,3,6580000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1390
1100,2,6400000,Resale,Ready To Move,Broker,No, Hoskote,1575
1101,3,9262000,Resale,Ready To Move,Broker,No, Hosakerehalli,1235
1102,1,3600000,Resale,Ready To Move,Broker,No, Yelahanka,720
1103,3,8000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1548
1104,3,8410000,Resale,Ready To Move,Broker,No, Kanakapura Road,1450
1105,2,12400000,Resale,Ready To Move,Broker,No, Gunjur,1300
1106,3,16800000,Resale,Ready To Move,Broker,No, Gunjur,1685
1107,3,21500000,Resale,Ready To Move,Broker,No, Chikkavaderapura,1728
1108,2,3500000,Resale,Ready To Move,Broker,No, Doddaballapur Road,1000
1109,3,8800000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1365
1110,2,9000000,Resale,Ready To Move,Broker,No, Whitefield,986
1111,3,8850000,Resale,Ready To Move,Broker,No, Sarjapur,1440
1112,3,10000000,Resale,Ready To Move,Broker,No, Chikkavaderapura,1790
1113,2,27600000,New Property,Ready To Move,Broker,Yes, Jayanagar,1730
1114,2,4042000,Resale,Ready To Move,Broker,No, Bilekahalli,1100
1115,3,11200000,New Property,Ready To Move,Broker,Yes, Nallurhalli,1455
1116,3,8616000,Resale,Ready To Move,Broker,No, Sarjapur Road,1436
1117,2,2910000,Resale,Ready To Move,Broker,No, Chandapura,1090
1118,3,6536000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1720
1119,3,8200000,Resale,Ready To Move,Broker,No, Attibele,1548
1120,3,12600000,Resale,Ready To Move,Broker,No, Thanisandra,1820
1121,2,5330000,Resale,Ready To Move,Broker,No, Sarjapur Road,774
1122,3,25700000,Resale,Ready To Move,Broker,No, Whitefield,1800
1123,3,5620000,Resale,Ready To Move,Broker,No, Ramamurthy Nagar,1800
1124,2,6490000,Resale,Ready To Move,Broker,No, Tumkur Road,966
1125,2,6000000,Resale,Ready To Move,Broker,No, Mysore Road,1031
1126,2,9000000,Resale,Ready To Move,Broker,No, Whitefield,986
1127,1,7500000,Resale,Ready To Move,Broker,No, Electronic City Phase I,630
1128,3,21500000,Resale,Ready To Move,Broker,No, Chikkavaderapura,1728
1129,3,8800000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1365
1130,3,8850000,Resale,Ready To Move,Broker,No, Sarjapur,1440
1131,3,14500000,Resale,Ready To Move,Broker,No, Thanisandra Ma,1361
1132,1,2440000,Resale,Ready To Move,Broker,No, Hoskote,692
1133,3,17000000,Resale,Ready To Move,Broker,No, Marathahalli,1630
1134,3,4452000,Resale,Ready To Move,Broker,No, Chandapura Anekal Road,1370
1135,3,23900000,Resale,Ready To Move,Broker,No, Bellandur,2740
1136,3,9521000,Resale,Ready To Move,Broker,Yes, Sampigehalli,1747
1137,2,5686000,Resale,Ready To Move,Broker,No, Yelahanka,1115
1138,3,6075000,Resale,Ready To Move,Broker,Yes, Varthur,1350
1139,2,6510000,Resale,Ready To Move,Broker,Yes, Kengeri,1332
1140,3,8200000,Resale,Ready To Move,Broker,No, Attibele,1548
1141,2,5330000,Resale,Ready To Move,Broker,No, Sarjapur Road,774
1142,3,25700000,Resale,Ready To Move,Broker,No, Whitefield,1800
1143,2,5500000,Resale,Ready To Move,Broker,No, Sarjapur Attibele Road,1196
1144,2,10700000,New Property,Ready To Move,Broker,No, Kanakapura Road,1188
1145,2,12900000,New Property,Ready To Move,Broker,No, International Airport Road,1200
1146,3,12700000,New Property,Ready To Move,Broker,No, Banashankari,1631
1147,3,17300000,New Property,Ready To Move,Broker,No, Sarjapur Road,1665
1148,4+,48400000,New Property,Ready To Move,Broker,No, Hebbal,3210
1149,3,13800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1285
